O,MO,O_tilde,MO_tilde,SE,MSE,rank,precision,recall,f1,method,sim,delta,lam,rho
0.72,0.7647034,0.0,-0.22067706,11.977162285903365,12.4001465,20.22222222222222,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.24
0.72,0.78427535,0.0,-0.1191412,12.190915566652084,12.422619,16.444444444444443,0.75,0.3333333333333333,0.46153846153846156,random,0,0.3,0.3,0.24
0.72,0.7681956,0.0,-0.20255996,11.92341594013256,12.288427,18.555555555555557,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.26
0.72,0.7892431,0.0,-0.0933694,11.895133906642277,12.0964575,15.61111111111111,0.75,0.3333333333333333,0.46153846153846156,random,0,0.3,0.3,0.26
0.72,0.77252793,0.0,-0.18008474,11.483452276612336,11.817897,17.77777777777778,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.28
0.7,0.80124235,-0.07142857142857148,-0.031119423,10.281705669490497,10.194714,16.444444444444443,0.6666666666666666,0.3333333333333333,0.4444444444444444,random,0,0.3,0.3,0.28
0.72,0.7768602,0.0,-0.15760982,10.892321288204757,11.186841,17.72222222222222,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.3
0.72,0.8072409,0.0,0.0,9.370094292844563,9.513279,15.88888888888889,0.7,0.3888888888888889,0.5,random,0,0.3,0.3,0.3
0.72,0.7853657,0.0,-0.11348467,10.861674934814145,11.023633,17.944444444444443,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.32
0.74,0.81120646,0.07142857142857148,0.020572605,8.391134598899681,8.76235,16.61111111111111,0.7272727272727273,0.4444444444444444,0.5517241379310345,random,0,0.3,0.3,0.32
0.72,0.78969795,0.0,-0.09100976,10.318268848261964,10.6264,17.72222222222222,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.34
0.72,0.81738657,0.0,0.052633908,8.301352100233292,8.704016,15.833333333333334,0.7,0.3888888888888889,0.5,random,0,0.3,0.3,0.34
0.72,0.79403025,0.0,-0.06853453,9.811301325121613,10.24119,17.666666666666668,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.36
0.74,0.8233838,0.07142857142857148,0.08374652,8.195198309434069,8.601643,15.666666666666666,0.7272727272727273,0.4444444444444444,0.5517241379310345,random,0,0.3,0.3,0.36
0.72,0.79836255,0.0,-0.046059307,9.215371314445441,9.820929,16.333333333333332,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.38
0.76,0.82992935,0.14285714285714296,0.11770365,7.304723120113377,7.7087483,15.055555555555555,0.75,0.5,0.6,random,0,0.3,0.3,0.38
0.72,0.80269486,0.0,-0.02358408,8.691285163169336,9.43873,15.277777777777779,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.4
0.78,0.83592796,0.21428571428571447,0.14882338,7.181431256977024,7.5505004,14.333333333333334,0.7692307692307693,0.5555555555555556,0.6451612903225806,random,0,0.3,0.3,0.4
0.72,0.80618715,0.0,-0.0054666707,8.663756746970954,9.317055,16.166666666666668,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.42
0.8,0.8419266,0.2857142857142859,0.17994311,7.137778092622401,7.5107408,13.88888888888889,0.7857142857142857,0.6111111111111112,0.6875000000000001,random,0,0.3,0.3,0.42
0.72,0.8096828,0.0,0.012668056,8.39672039750244,9.164065,14.11111111111111,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.44
0.82,0.8479252,0.35714285714285704,0.21106285,7.012754028087354,7.3471828,13.444444444444445,0.8,0.6666666666666666,0.7272727272727272,random,0,0.3,0.3,0.44
0.72,0.8181879,0.0,0.056791037,8.409072982075706,8.756941,13.11111111111111,1.0,0.2222222222222222,0.3636363636363636,gnn,0,0.3,0.3,0.46
0.82,0.84792405,0.35714285714285704,0.21105696,7.019853582557792,7.472297,12.88888888888889,0.8,0.6666666666666666,0.7272727272727272,random,0,0.3,0.3,0.46
0.74,0.8241823,0.07142857142857148,0.087888815,8.340628347034235,8.693917,12.777777777777779,1.0,0.2777777777777778,0.4347826086956522,gnn,0,0.3,0.3,0.48
0.8,0.8494635,0.2857142857142859,0.21904346,6.792801770473946,7.1391954,12.444444444444445,0.75,0.6666666666666666,0.7058823529411765,random,0,0.3,0.3,0.48
0.76,0.8326817,0.14285714285714296,0.13198242,7.930843280441443,8.235061,13.5,1.0,0.3333333333333333,0.5,gnn,0,0.3,0.3,0.5
0.8,0.8520004,0.2857142857142859,0.23220441,6.012862884489988,6.9003086,12.944444444444445,0.75,0.6666666666666666,0.7058823529411765,random,0,0.3,0.3,0.5
