O,MO,O_tilde,MO_tilde,SE,MSE,rank,precision,recall,f1,method,sim,delta,lam,rho
0.8,0.78776026,-0.11111111111111056,-0.11880232,6.246495473940505,9.428885,15.923076923076923,0.7142857142857143,0.38461538461538464,0.5,gnn,0,0.3,0.3,0.28
0.8,0.8042666,-0.11111111111111056,-0.031790797,8.478563686565694,10.012162,13.461538461538462,0.6666666666666666,0.46153846153846156,0.5454545454545455,random,0,0.3,0.3,0.28
0.8,0.79255867,-0.11111111111111056,-0.09350793,6.013741493980408,9.047862,16.153846153846153,0.7142857142857143,0.38461538461538464,0.5,gnn,0,0.3,0.3,0.3
0.82,0.81029737,0.0,0.0,8.324693341601845,9.618036,13.538461538461538,0.75,0.46153846153846156,0.5714285714285714,random,0,0.3,0.3,0.3
0.8,0.8003039,-0.11111111111111056,-0.052679785,5.991715291759842,8.893419,16.0,0.7142857142857143,0.38461538461538464,0.5,gnn,0,0.3,0.3,0.32
0.84,0.8162975,0.11111111111111117,0.031628985,8.267841381484844,9.444594,12.076923076923077,0.7777777777777778,0.5384615384615384,0.6363636363636364,random,0,0.3,0.3,0.32
0.8,0.8054664,-0.11111111111111056,-0.025465943,5.831641868465876,8.5755005,14.307692307692308,0.7142857142857143,0.38461538461538464,0.5,gnn,0,0.3,0.3,0.34
0.82,0.82829595,0.0,0.09487784,7.036721475399226,8.2185955,11.923076923076923,0.7,0.5384615384615384,0.608695652173913,random,0,0.3,0.3,0.34
0.78,0.80716467,-0.22222222222222174,-0.016513746,5.777638164616807,7.541279,16.384615384615383,0.625,0.38461538461538464,0.4761904761904762,gnn,0,0.3,0.3,0.36
0.82,0.83948445,0.0,0.15385704,7.197229610945545,7.8042817,11.615384615384615,0.7,0.5384615384615384,0.608695652173913,random,0,0.3,0.3,0.36
0.78,0.8134315,-0.22222222222222174,0.016521286,5.8169674864754795,7.4221606,15.846153846153847,0.625,0.38461538461538464,0.4761904761904762,gnn,0,0.3,0.3,0.38
0.82,0.839586,0.0,0.15439242,7.206880440362861,7.8058763,12.0,0.7,0.5384615384615384,0.608695652173913,random,0,0.3,0.3,0.38
0.78,0.82116836,-0.22222222222222174,0.057305444,5.933829488851615,7.2696705,15.076923076923077,0.625,0.38461538461538464,0.4761904761904762,gnn,0,0.3,0.3,0.4
0.84,0.84808373,0.11111111111111117,0.19918735,7.216583587434541,7.716116,10.76923076923077,0.7272727272727273,0.6153846153846154,0.6666666666666667,random,0,0.3,0.3,0.4
0.78,0.8263509,-0.22222222222222174,0.08462486,5.7511887867453,6.7468305,14.76923076923077,0.625,0.38461538461538464,0.4761904761904762,gnn,0,0.3,0.3,0.42
0.84,0.8501257,0.11111111111111117,0.20995124,7.270163998643581,7.216161,11.692307692307692,0.7272727272727273,0.6153846153846154,0.6666666666666667,random,0,0.3,0.3,0.42
0.78,0.83188665,-0.22222222222222174,0.113805905,5.704636700390884,6.657735,14.76923076923077,0.625,0.38461538461538464,0.4761904761904762,gnn,0,0.3,0.3,0.44
0.84,0.85445887,0.11111111111111117,0.23279329,7.176126910366969,6.8525,11.76923076923077,0.7272727272727273,0.6153846153846154,0.6666666666666667,random,0,0.3,0.3,0.44
0.8,0.83306235,-0.11111111111111056,0.12000351,5.497388860312867,6.523269,13.384615384615385,0.7142857142857143,0.38461538461538464,0.5,gnn,0,0.3,0.3,0.46
0.86,0.86045855,0.22222222222222235,0.26442006,6.8401065822981515,6.5072374,10.76923076923077,0.75,0.6923076923076923,0.7199999999999999,random,0,0.3,0.3,0.46
