method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean,entropy_neigh_mean
sequential,ov,0.1,0.3,0.8233333333333334,3,rrg,136,0.099967465,0.07286368,0.13625494,5,0.08797649,0.03400693,0,2.0479317,1.4676418,1.5448279
sequential,ov,0.1,0.3,0.8266666666666667,3,rrg,64,0.8781228,0.08687723,0.17645097,2,0.03375237,0.046822846,0,0.42785448,1.4552767,0.827341
sequential,ov,0.1,0.3,0.83,3,rrg,265,0.017419728,0.0713626,0.13866816,34,0.014004738,0.019586934,0,1.2438618,1.4771954,0.6076792
sequential,ov,0.1,0.3,0.8333333333333334,3,rrg,140,0.005121095,0.07244145,0.13983588,41,0.00015514363,5.609671e-05,0,1.3585349,1.4818621,0.013013405
sequential,ov,0.1,0.3,0.8366666666666667,3,rrg,149,0.017236697,0.073814176,0.14092171,34,0.13739766,0.19355217,0,1.8892713,1.4843581,0.26320982
sequential,ov,0.1,0.3,0.84,3,rrg,26,0.0035589505,0.07499287,0.1421428,42,0.013019182,0.018212387,0,1.8914912,1.4759225,0.8161979
sequential,ov,0.1,0.3,0.8433333333333334,3,rrg,27,0.004716233,0.07651042,0.14326178,40,0.01781876,0.024968982,0,1.5536499,1.4670457,0.6912448
sequential,ov,0.1,0.3,0.8466666666666667,3,rrg,156,0.09996745,0.07807116,0.14441475,14,0.33284512,0.47048387,0,1.9571688,1.4651632,0.017406449
sequential,ov,0.1,0.3,0.85,3,rrg,285,0.05049466,0.07758457,0.14597324,23,0.33671677,0.46777025,0,1.9824133,1.45423,0.7587519
sequential,ov,0.1,0.3,0.8533333333333334,3,rrg,159,0.020878164,0.07818829,0.14758222,28,0.01731483,0.024267351,0,1.5651824,1.4421647,0.8340282
sequential,ov,0.1,0.3,0.8566666666666667,3,rrg,32,0.9962563,0.07952109,0.14902641,1,0.33301535,0.47036347,1,0.024715947,1.4393038,0.03264058
sequential,ov,0.1,0.3,0.86,3,rrg,160,0.021519491,0.05769321,0.047452386,26,0.006475465,0.009052375,0,0.21283771,1.4729708,0.5267695
sequential,ov,0.1,0.3,0.8633333333333333,3,rrg,288,0.09996745,0.05858751,0.047676414,13,0.035061594,0.036565077,0,2.4587493,1.5014918,1.2908243
sequential,ov,0.1,0.3,0.8666666666666667,3,rrg,35,0.0005028377,0.057545297,0.047821295,38,0.0046574622,0.0064303176,0,0.0191311,1.4774916,0.04112661
sequential,ov,0.1,0.3,0.87,3,rrg,291,0.09996746,0.059045125,0.047503974,5,0.00016276042,1.8786441e-11,1,1.9611458,1.5627905,0.01740641
sequential,ov,0.1,0.3,0.8733333333333333,3,rrg,292,0.099967465,0.05796822,0.04765274,3,0.03340096,0.0470696,0,2.163972,1.5523075,0.3285546
sequential,ov,0.1,0.3,0.8766666666666667,3,rrg,165,0.09996746,0.054771293,0.04752224,4,0.055609804,0.039206978,0,2.3089464,1.5313922,1.6624066
sequential,ov,0.1,0.3,0.88,3,rrg,166,0.09996744,0.05351584,0.047568664,12,0.046226677,0.041105106,0,2.1578171,1.5097934,1.2273079
sequential,ov,0.1,0.3,0.8833333333333333,3,rrg,167,0.09996746,0.052188653,0.04758169,4,0.07982773,0.040143427,0,2.4227393,1.4924053,1.8606786
sequential,ov,0.1,0.3,0.8866666666666667,3,rrg,40,0.1937828,0.050783396,0.047555123,1,0.018349325,0.01571005,0,2.2276733,1.4650426,1.2218634
sequential,ov,0.1,0.3,0.89,3,rrg,169,0.002575184,0.046351474,0.041204926,29,0.00012670906,4.858595e-05,0,0.034238428,1.442378,0.010458011
sequential,ov,0.1,0.3,0.8933333333333333,3,rrg,171,0.0999674,0.04832274,0.040534493,10,0.37890902,0.438629,0,2.2221558,1.4894298,1.376998
sequential,ov,0.1,0.3,0.8966666666666666,3,rrg,44,0.048980694,0.046656795,0.04009032,13,0.030435815,0.042812567,0,2.2374632,1.4552096,0.82746005
sequential,ov,0.1,0.3,0.9,3,rrg,175,0.010251459,0.046684556,0.040654913,24,6.401701e-05,1.3398294e-05,0,1.5776005,1.4297497,0.010270336
sequential,ov,0.1,0.3,0.9033333333333333,3,rrg,179,0.09996745,0.047940865,0.040773347,9,0.00016276042,1.18815895e-11,0,1.710831,1.4246514,0.017406449
sequential,ov,0.1,0.3,0.9066666666666666,3,rrg,52,0.0006142293,0.046082772,0.040270545,27,0.00014350443,6.270877e-05,0,0.026200507,1.4144307,0.015375647
sequential,ov,0.1,0.3,0.91,3,rrg,180,0.023680113,0.047345925,0.040305343,14,0.013974612,0.019583872,0,0.7906525,1.4676509,0.6055008
sequential,ov,0.1,0.3,0.9133333333333333,3,rrg,191,0.09996746,0.04825615,0.040799912,4,0.05556704,0.03926746,1,2.231446,1.4936893,1.6580292
sequential,ov,0.1,0.3,0.9166666666666666,3,rrg,197,0.020772416,0.046187695,0.040248938,13,0.008229172,0.011509419,0,1.5897489,1.464179,0.80794
sequential,ov,0.1,0.3,0.92,3,rrg,200,0.07908005,0.047246676,0.040736232,8,0.33281794,0.47050306,0,1.3558537,1.4589471,0.014712557
sequential,ov,0.1,0.3,0.9233333333333333,3,rrg,79,0.019463673,0.04586261,0.041056246,12,0.013368085,0.018467547,0,0.104621224,1.4634293,0.59536463
sequential,ov,0.1,0.3,0.9266666666666666,3,rrg,208,0.04568144,0.047062565,0.04158265,10,0.00016123666,2.1549324e-06,0,1.5174251,1.5251933,0.01726002
sequential,ov,0.1,0.3,0.93,3,rrg,213,0.019223085,0.047128335,0.042560082,11,0.33276048,0.4705437,0,2.3109047,1.5255632,0.008699504
sequential,ov,0.1,0.3,0.9333333333333333,3,rrg,214,0.0063856756,0.048523594,0.04313985,17,0.07452701,0.10531863,0,1.4617945,1.486296,0.36392498
sequential,ov,0.1,0.3,0.9366666666666666,3,rrg,87,0.07026925,0.050741382,0.043134965,8,0.055031553,0.043945573,0,2.2162333,1.4875854,1.3669788
sequential,ov,0.1,0.3,0.94,3,rrg,224,0.013005116,0.051050987,0.04376881,13,9.6565556e-05,4.6846642e-05,0,1.9225154,1.4156241,0.013125565
sequential,ov,0.1,0.3,0.9433333333333334,3,rrg,225,0.09996746,0.053288978,0.044025473,5,0.08882538,0.07473581,0,2.145509,1.3858072,1.452393
sequential,ov,0.1,0.3,0.9466666666666667,3,rrg,98,0.008901581,0.050371572,0.043757185,13,7.246873e-05,2.8706414e-05,0,0.13359483,1.3383257,0.013899605
sequential,ov,0.1,0.3,0.95,3,rrg,223,0.0536096,0.053136244,0.0438183,8,0.061153475,0.08614442,0,1.5691516,1.4186412,0.63463366
sequential,ov,0.1,0.3,0.9533333333333334,3,rrg,234,0.099967465,0.053102434,0.045356058,2,0.029158369,0.038338978,0,2.2479618,1.4078903,0.84803987
sequential,ov,0.1,0.3,0.9566666666666667,3,rrg,250,0.099967465,0.049211647,0.045392435,2,0.0023648979,0.0031142924,0,2.052256,1.3410497,0.6881688
sequential,ov,0.1,0.3,0.96,3,rrg,109,0.016399225,0.044981997,0.044717,7,0.34763202,0.46038422,0,2.0314238,1.2817823,0.8281999
sequential,ov,0.1,0.3,0.9633333333333334,3,rrg,237,0.09996746,0.047570504,0.045839913,2,0.33671677,0.46777025,0,1.9707136,1.2135628,0.7587519
sequential,ov,0.1,0.3,0.9666666666666667,3,rrg,243,0.09996746,0.04233081,0.044826657,2,0.39867353,0.4249769,0,1.9442762,1.1378475,1.2702107
sequential,ov,0.1,0.3,0.97,3,rrg,117,7.277126e-05,0.03592674,0.042691655,9,0.00015048403,0.00014110646,0,0.00921067,1.0482445,0.0090175
sequential,ov,0.1,0.3,0.9733333333333334,3,rrg,93,0.00078048685,0.040408455,0.043239195,7,0.33281037,0.47050837,0,0.022187885,1.178083,0.01391384
sequential,ov,0.1,0.3,0.9766666666666667,3,rrg,249,0.09996746,0.04606959,0.04336277,2,0.014010972,0.019584326,0,1.9318248,1.343211,0.60822254
sequential,ov,0.1,0.3,0.98,3,rrg,122,0.015202149,0.03708661,0.040359147,4,0.016716996,0.023407483,0,1.9673495,1.2451088,0.83048564
sequential,ov,0.1,0.3,0.9833333333333333,3,rrg,123,0.00034955342,0.041463505,0.04289161,5,7.75624e-05,6.321002e-05,0,0.014570689,1.1006607,0.010963951
sequential,ov,0.1,0.3,0.9866666666666667,3,rrg,92,0.059652973,0.051741995,0.04208772,2,0.067016445,0.09452855,0,1.242244,1.3721832,0.5522757
sequential,ov,0.1,0.3,0.99,3,rrg,125,0.011149094,0.049105,0.048311695,3,0.33284512,0.47048387,0,0.08405776,1.4154962,0.017406406
sequential,ov,0.1,0.3,0.9933333333333333,3,rrg,254,0.018883955,0.06808295,0.049198996,2,0.00016685323,5.788078e-06,0,1.8823782,2.0812154,0.017797396
sequential,ov,0.1,0.3,0.9966666666666667,3,rrg,127,0.11728195,0.11728195,0.0,1,0.37979314,0.4410507,0,2.2800527,2.2800527,0.8193414
sequential,ov,0.1,0.3,0.0,4,rrg,126,0.099983685,0.09998369,4.234395e-08,49,0.099983715,2.3560805e-08,1,0.78482914,1.2846371,1.5520363
sequential,ov,0.1,0.3,0.0033333333333333335,4,rrg,276,0.099983715,0.09998371,4.512576e-08,25,0.099983685,2.1073424e-08,0,1.6971178,1.2003977,0.5874739
sequential,ov,0.1,0.3,0.006666666666666667,4,rrg,50,0.09998364,0.10207472,0.016510284,52,0.0999837,4.2146848e-08,0,0.78482664,1.2874227,0.84150887
sequential,ov,0.1,0.3,0.01,4,rrg,57,0.09998373,0.10150946,0.012170547,5,0.09998372,4.3015946e-09,0,0.33343816,1.1602626,1.542406
sequential,ov,0.1,0.3,0.013333333333333334,4,rrg,111,0.09998368,0.0999837,3.706617e-08,50,0.09884924,0.0016044005,0,1.0855978,1.2113365,0.8926193
sequential,ov,0.1,0.3,0.016666666666666666,4,rrg,61,0.09998373,0.099675335,0.0023686164,6,0.0999837,3.387079e-08,0,1.0944208,1.2632161,0.71604687
sequential,ov,0.1,0.3,0.02,4,rrg,92,0.09998372,0.10748308,0.045423437,18,0.099983715,1.4901161e-08,0,0.784827,1.3140218,1.7150563
sequential,ov,0.1,0.3,0.023333333333333334,4,rrg,29,0.99393606,0.1148829,0.11444297,1,0.06675633,0.046990663,0,0.04311572,1.0333471,1.3888655
sequential,ov,0.1,0.3,0.02666666666666667,4,rrg,167,0.09998372,0.0999837,3.4680564e-08,13,0.09998372,1.0536712e-08,0,1.8252494,1.328973,0.7379365
sequential,ov,0.1,0.3,0.03,4,rrg,75,0.09998369,0.10584078,0.04299097,37,0.099983715,6.083374e-09,0,0.33343804,1.2136587,1.7263956
sequential,ov,0.1,0.3,0.03333333333333333,4,rrg,78,0.94516146,0.11608619,0.10901344,1,0.06746916,0.045982532,0,0.299772,1.1813757,1.5188922
sequential,ov,0.1,0.3,0.03666666666666667,4,rrg,69,0.51628566,0.11192075,0.06770742,1,0.066794276,0.04693698,0,0.70050186,1.1108823,1.2801788
sequential,ov,0.1,0.3,0.04,4,rrg,196,0.09998371,0.105013564,0.04371978,32,0.099983655,1.0728146e-07,1,1.5740993,1.2261117,1.1528474
sequential,ov,0.1,0.3,0.043333333333333335,4,rrg,219,0.09998372,0.112345904,0.065440334,14,0.09998369,2.5809568e-08,0,1.5467646,1.3548732,1.2019497
sequential,ov,0.1,0.3,0.04666666666666667,4,rrg,230,0.099983744,0.1038682,0.021036271,5,0.09998367,4.7512668e-08,0,1.4305799,1.1502912,1.294725
sequential,ov,0.1,0.3,0.05,4,rrg,79,0.06291265,0.10854749,0.05192759,60,0.08026791,0.058982182,0,1.0393566,1.2590919,0.55775255
sequential,ov,0.1,0.3,0.05333333333333334,4,rrg,103,0.09998364,0.10153411,0.012179632,56,0.09998367,6.5094945e-08,0,1.0955471,1.3236518,1.5496913
sequential,ov,0.1,0.3,0.056666666666666664,4,rrg,7,0.43884778,0.106303796,0.04652717,1,0.06679223,0.04693985,0,0.69365543,1.368078,1.1611996
sequential,ov,0.1,0.3,0.06,4,rrg,286,0.09998372,0.1036317,0.019706957,17,0.099983685,3.675284e-08,1,2.34437,1.2622498,0.8923834
sequential,ov,0.1,0.3,0.06333333333333334,4,rrg,137,0.09998372,0.120783694,0.11602212,16,0.09998366,7.2107866e-08,0,1.5467653,1.3080121,1.1682963
sequential,ov,0.1,0.3,0.06666666666666667,4,rrg,279,0.09998372,0.10212868,0.016475823,14,0.09858724,0.0019748926,0,1.4806267,1.2177924,0.48699823
sequential,ov,0.1,0.3,0.07,4,rrg,183,0.09998371,0.10397301,0.023897061,46,0.39969066,0.4238497,0,1.0944207,1.4832386,0.22540016
sequential,ov,0.1,0.3,0.07333333333333333,4,rrg,155,0.099983715,0.11949919,0.116117865,26,0.39969066,0.42384967,0,1.9730833,1.2245729,1.1739539
sequential,ov,0.1,0.3,0.07666666666666666,4,rrg,44,0.099983715,0.10399024,0.01963456,27,0.06787767,0.045404617,0,1.1582713,1.1104381,0.7083826
sequential,ov,0.1,0.3,0.08,4,rrg,220,0.09999187,0.10607453,0.022876937,10,0.1325605,0.046059065,0,1.4451637,1.3516742,0.3869035
sequential,ov,0.1,0.3,0.08333333333333333,4,rrg,146,0.099991895,0.10502151,0.019899415,11,0.099991865,7.450581e-09,0,1.0829426,1.4360427,0.84334254
sequential,ov,0.1,0.3,0.08666666666666667,4,rrg,10,0.59749836,0.11627789,0.070114926,1,0.15603977,0.06315942,0,0.6771157,1.2816241,1.919156
sequential,ov,0.1,0.3,0.09,4,rrg,190,0.099991895,0.117117696,0.11490437,7,0.14164452,0.05890575,0,2.1422038,1.3658535,1.6462994
sequential,ov,0.1,0.3,0.09333333333333334,4,rrg,88,0.09999184,0.11603645,0.093753584,38,0.0999918,7.05514e-08,0,1.0884603,1.23077,1.4921619
sequential,ov,0.1,0.3,0.09666666666666666,4,rrg,1,0.19564053,0.12373821,0.07496945,5,0.06669477,0.047089193,0,0.49873105,1.2482352,1.4340348
sequential,ov,0.1,0.3,0.1,4,rrg,80,0.09999187,0.12775388,0.10997736,10,0.09999186,4.3015946e-09,0,0.3295427,1.3655266,1.6021128
sequential,ov,0.1,0.3,0.10333333333333333,4,rrg,0,0.59148544,0.13058732,0.10905882,1,0.12944405,0.04165167,0,0.700323,1.3814543,2.1558886
sequential,ov,0.1,0.3,0.10666666666666667,4,rrg,262,0.09998371,0.11120154,0.053972814,35,0.099983715,1.4266776e-08,1,1.7059542,1.4472446,1.3321943
sequential,ov,0.1,0.3,0.11,4,rrg,261,0.099983685,0.11506319,0.11530442,45,0.39969066,0.4238497,0,1.4468744,1.3654861,1.2523693
sequential,ov,0.1,0.3,0.11333333333333333,4,rrg,110,0.3489436,0.112489805,0.060030308,2,0.066706926,0.047060482,1,0.6549174,1.3910071,1.2694117
sequential,ov,0.1,0.3,0.11666666666666667,4,rrg,117,0.36207294,0.11627218,0.07397573,3,0.24395068,0.17251256,1,1.1578463,1.3231245,0.5949597
sequential,ov,0.1,0.3,0.12,4,rrg,188,0.09998372,0.10942969,0.048002318,12,0.099983715,1.0536712e-08,0,1.8077474,1.2283784,2.082857
sequential,ov,0.1,0.3,0.12333333333333334,4,rrg,17,0.5696253,0.12972508,0.11339692,2,0.517595,0.36983496,0,0.692799,1.2426945,1.16586
sequential,ov,0.1,0.3,0.12666666666666668,4,rrg,70,0.5029567,0.11482242,0.062130924,1,0.061130997,0.043704256,1,1.781265,1.4171574,0.94236994
sequential,ov,0.1,0.3,0.13,4,rrg,39,0.11278661,0.10740562,0.05459591,3,0.36649883,0.4491632,0,0.3606813,1.2710302,0.78372496
sequential,ov,0.1,0.3,0.13333333333333333,4,rrg,55,0.09998371,0.11490656,0.060439613,38,0.11154582,0.01635129,0,1.1815151,1.3134242,0.70436114
sequential,ov,0.1,0.3,0.13666666666666666,4,rrg,104,0.09998369,0.10734,0.052076884,43,0.09998373,0.0,0,0.33343804,1.3707871,1.6006713
sequential,ov,0.1,0.3,0.14,4,rrg,62,0.099983685,0.09832707,0.015507139,45,0.09998369,1.8750217e-08,0,0.78482825,1.4072441,1.1242455
sequential,ov,0.1,0.3,0.14333333333333334,4,rrg,170,0.09998371,0.118794486,0.09395983,39,0.096916534,0.010074662,0,2.2993648,1.2207667,1.7578071
sequential,ov,0.1,0.3,0.14666666666666667,4,rrg,169,0.0999837,0.10631863,0.043402776,45,0.09998367,4.3867832e-08,0,1.0944192,1.3841939,0.6655535
sequential,ov,0.1,0.3,0.15,4,rrg,226,0.09998373,0.12419074,0.12631604,8,0.09998363,7.74287e-08,0,1.3219311,1.2959455,0.33343792
sequential,ov,0.1,0.3,0.15333333333333332,4,rrg,5,0.36316296,0.11890216,0.0724614,3,0.066692,0.04708159,1,0.66332567,1.3656465,1.2539272
sequential,ov,0.1,0.3,0.15666666666666668,4,rrg,12,0.09998372,0.11268769,0.06469229,17,0.09998372,9.618658e-09,0,0.33343816,1.5616289,1.9665698
sequential,ov,0.1,0.3,0.16,4,rrg,43,0.0036658477,0.106399395,0.04656356,60,0.06666649,0.047117636,0,0.032693468,1.4095618,0.5768569
sequential,ov,0.1,0.3,0.16333333333333333,4,rrg,285,0.099983715,0.12888558,0.12620358,33,0.099983685,9.618658e-09,0,2.3588965,1.5451121,1.7446107
sequential,ov,0.1,0.3,0.16666666666666666,4,rrg,47,0.09998371,0.11624929,0.081773296,43,0.09538003,0.006510603,0,0.7341871,1.4910518,1.1304097
sequential,ov,0.1,0.3,0.17,4,rrg,127,0.099983715,0.11521481,0.076683536,25,0.13061148,0.120986305,0,2.2721791,1.3802105,0.9804032
sequential,ov,0.1,0.3,0.17333333333333334,4,rrg,46,0.97023314,0.14583562,0.16905501,2,0.03380737,0.046796456,0,0.17716211,1.3568223,0.7349363
sequential,ov,0.1,0.3,0.17666666666666667,4,rrg,63,0.09998371,0.116308354,0.08210762,41,0.06666651,0.04711765,0,0.33853394,1.4043133,0.88361055
sequential,ov,0.1,0.3,0.18,4,rrg,211,0.09998373,0.13511297,0.102708064,18,0.072008565,0.03956284,0,1.9637097,1.4234889,1.7899818
sequential,ov,0.1,0.3,0.18333333333333332,4,rrg,202,0.09998372,0.1184576,0.11923407,21,0.09443358,0.007849052,0,2.3725383,1.4602628,1.2010573
sequential,ov,0.1,0.3,0.18666666666666668,4,rrg,295,0.09998372,0.13288145,0.1479227,22,0.09998372,0.0,0,2.3864052,1.4196659,1.5619541
sequential,ov,0.1,0.3,0.19,4,rrg,227,0.099983715,0.10681591,0.06979757,26,0.075748384,0.034273937,0,1.5779003,1.3882082,0.5612634
sequential,ov,0.1,0.3,0.19333333333333333,4,rrg,31,0.0999837,0.13056456,0.13788092,45,0.09998372,7.450581e-09,0,0.3334381,1.2779548,1.5514668
sequential,ov,0.1,0.3,0.19666666666666666,4,rrg,27,0.09998372,0.107574545,0.06448465,16,0.099983715,1.0536712e-08,0,0.7848269,1.4415584,1.3837928
sequential,ov,0.1,0.3,0.2,4,rrg,148,0.07004914,0.1213362,0.10028017,55,0.07750157,0.039532922,0,2.334737,1.5625318,2.1965182
sequential,ov,0.1,0.3,0.20333333333333334,4,rrg,32,0.56574124,0.14311972,0.1785185,3,0.06668357,0.04710503,0,0.68911314,1.3057786,1.2221164
sequential,ov,0.1,0.3,0.20666666666666667,4,rrg,213,0.099991836,0.108641796,0.067319855,42,0.39984536,0.4240569,0,2.0254912,1.222624,0.22135259
sequential,ov,0.1,0.3,0.21,4,rrg,21,0.32190952,0.10165315,0.05350646,1,0.048993643,0.040824156,1,0.63333094,1.4727329,1.1509794
sequential,ov,0.1,0.3,0.21333333333333335,4,rrg,231,0.018319242,0.08906611,0.030021843,55,0.05347681,0.041096624,0,1.9824901,1.6171114,1.6178938
sequential,ov,0.1,0.3,0.21666666666666667,4,rrg,3,0.89748645,0.1275846,0.16217765,2,0.06726188,0.04628717,0,0.33416367,1.3821248,1.469842
sequential,ov,0.1,0.3,0.22,4,rrg,265,0.09998373,0.10684528,0.061068296,11,0.09443358,0.007849062,1,2.2951133,1.3758606,1.7195239
sequential,ov,0.1,0.3,0.22333333333333333,4,rrg,143,0.099983715,0.12766439,0.12920405,29,0.094433576,0.007849048,0,2.3713367,1.5239908,1.201058
sequential,ov,0.1,0.3,0.22666666666666666,4,rrg,256,0.099983715,0.1218446,0.12750992,32,0.09998369,3.521007e-08,0,2.0834098,1.3315408,1.6909609
sequential,ov,0.1,0.3,0.23,4,rrg,294,0.09998372,0.094605066,0.019686172,13,0.06672671,0.04703252,0,2.1618762,1.4986331,0.7971339
sequential,ov,0.1,0.3,0.23333333333333334,4,rrg,22,0.099983715,0.12030716,0.12704174,31,0.39969066,0.42384967,0,0.3334381,1.3928391,1.1337433
sequential,ov,0.1,0.3,0.23666666666666666,4,rrg,207,0.028123774,0.10532098,0.07666112,55,0.06788147,0.09575825,0,1.1916869,1.225176,0.18297936
sequential,ov,0.1,0.3,0.24,4,rrg,247,0.09999187,0.11494275,0.093648545,16,0.099991865,1.6095093e-08,0,2.2519193,1.4115776,1.0171111
sequential,ov,0.1,0.3,0.24333333333333335,4,rrg,101,0.96485734,0.1283254,0.13720225,1,0.053232607,0.040670745,0,0.15443055,1.2859613,1.4359862
sequential,ov,0.1,0.3,0.24666666666666667,4,rrg,287,0.09998373,0.11285606,0.12671696,14,0.3342705,0.16660286,0,2.17518,1.3042394,1.1815068
sequential,ov,0.1,0.3,0.25,4,rrg,115,0.51897323,0.12208296,0.10386712,2,0.033551227,0.046975177,0,0.7353648,1.3789325,0.67136645
sequential,ov,0.1,0.3,0.25333333333333335,4,rrg,94,0.09998372,0.101569444,0.057319578,16,0.099983715,2.787752e-08,0,0.78482693,1.3718846,1.3803943
sequential,ov,0.1,0.3,0.25666666666666665,4,rrg,77,0.056282505,0.11211732,0.086593345,53,0.37149444,0.4455898,1,2.2611067,1.3589118,1.4657129
sequential,ov,0.1,0.3,0.26,4,rrg,53,0.945162,0.1461965,0.17515264,2,0.06746917,0.045982536,0,0.29977003,1.4910148,1.511021
sequential,ov,0.1,0.3,0.2633333333333333,4,rrg,274,0.09998372,0.10255616,0.06600588,20,0.03686288,0.04483281,0,2.2977304,1.3872415,0.69693327
sequential,ov,0.1,0.3,0.26666666666666666,4,rrg,293,0.09998374,0.12254509,0.12478089,18,0.058057833,0.04233466,0,2.288458,1.3566735,0.5856735
sequential,ov,0.1,0.3,0.27,4,rrg,130,0.47621104,0.11763807,0.08394835,2,0.023312174,0.032074265,0,0.7805182,1.49375,0.7325909
sequential,ov,0.1,0.3,0.2733333333333333,4,rrg,26,0.09998372,0.12607704,0.14242618,23,0.08888347,0.007849067,1,2.4578283,1.260075,2.4712582
sequential,ov,0.1,0.3,0.27666666666666667,4,rrg,116,0.080085546,0.10147864,0.053682875,52,0.0769565,0.054357693,0,2.4325974,1.4086056,1.4418885
sequential,ov,0.1,0.3,0.28,4,rrg,133,0.09998369,0.10292805,0.052043058,47,0.1057689,0.008052875,0,1.154213,1.4739969,0.7483115
sequential,ov,0.1,0.3,0.2833333333333333,4,rrg,246,0.099983715,0.11202742,0.12214836,34,0.20788927,0.15260147,0,2.3820908,1.5806231,1.4062805
sequential,ov,0.1,0.3,0.2866666666666667,4,rrg,102,0.09998369,0.10787543,0.08185302,42,0.09998372,4.3015946e-09,0,0.33343804,1.3935343,1.8614115
sequential,ov,0.1,0.3,0.29,4,rrg,241,0.09998371,0.107311875,0.041843727,42,0.037307512,0.044558704,0,1.8367572,1.482232,0.86231226
sequential,ov,0.1,0.3,0.29333333333333333,4,rrg,51,0.50416493,0.120343596,0.13532911,2,0.107555866,0.010708631,0,0.70890117,1.3317283,2.0612438
sequential,ov,0.1,0.3,0.2966666666666667,4,rrg,96,0.14159162,0.09877625,0.05298824,10,0.05808197,0.04234383,0,1.7437961,1.2659249,1.3863792
sequential,ov,0.1,0.3,0.3,4,rrg,41,0.0999837,0.12055531,0.13068528,42,0.39969066,0.42384967,0,0.3334381,1.4386289,0.96898204
sequential,ov,0.1,0.3,0.30333333333333334,4,rrg,15,0.11363369,0.09567764,0.03401988,6,0.16317953,0.16512302,0,0.36567384,1.5238129,1.1687474
sequential,ov,0.1,0.3,0.30666666666666664,4,rrg,296,0.099983715,0.098528944,0.032568812,29,0.03571018,0.045534667,0,2.41106,1.5589485,0.698968
sequential,ov,0.1,0.3,0.31,4,rrg,118,0.084284045,0.10011376,0.049865514,48,0.07786842,0.055001047,0,1.149459,1.4390922,0.24910247
sequential,ov,0.1,0.3,0.31333333333333335,4,rrg,252,0.09998372,0.12525722,0.13668983,24,0.07521161,0.035033055,0,1.8330286,1.5059327,0.8121123
sequential,ov,0.1,0.3,0.31666666666666665,4,rrg,58,0.49856463,0.120552905,0.08838211,1,0.06673069,0.047038376,0,0.7112497,1.5047837,1.3174388
sequential,ov,0.1,0.3,0.32,4,rrg,271,0.099983715,0.12753855,0.11621543,34,0.08571232,0.020182822,0,2.432495,1.4018053,1.2504001
sequential,ov,0.1,0.3,0.3233333333333333,4,rrg,19,0.4872866,0.10615384,0.08122532,1,0.16288286,0.041047398,0,0.69997966,1.2690084,1.7222575
sequential,ov,0.1,0.3,0.32666666666666666,4,rrg,73,0.13486551,0.11775584,0.09284714,12,0.10165735,0.022890465,0,0.94011545,1.5932274,1.6271611
sequential,ov,0.1,0.3,0.33,4,rrg,259,0.09999186,0.13265163,0.108002536,30,0.09113965,0.012518905,0,2.3451114,1.5273067,0.9543545
sequential,ov,0.1,0.3,0.3333333333333333,4,rrg,64,0.14967212,0.11677957,0.10067428,6,0.08272665,0.069677785,0,1.7875282,1.5250393,1.5360681
sequential,ov,0.1,0.3,0.33666666666666667,4,rrg,98,0.86879545,0.15856509,0.18960367,2,0.03342627,0.047069058,0,0.6411223,1.4411517,0.7349619
sequential,ov,0.1,0.3,0.34,4,rrg,281,0.09999187,0.1173314,0.07189721,17,0.0666748,0.047117434,0,2.2177515,1.5161824,1.5653582
sequential,ov,0.1,0.3,0.3433333333333333,4,rrg,89,0.09999186,0.118931785,0.14055276,23,0.12860596,0.085099295,0,1.0426239,1.408138,1.518075
sequential,ov,0.1,0.3,0.3466666666666667,4,rrg,165,0.09999189,0.12601277,0.12794814,18,0.08810533,0.008459275,0,2.3549974,1.501125,1.9469141
sequential,ov,0.1,0.3,0.35,4,rrg,232,0.09999184,0.1254475,0.12390727,40,0.3665283,0.44947165,0,2.0086384,1.5530511,0.75598454
sequential,ov,0.1,0.3,0.35333333333333333,4,rrg,140,0.09999188,0.12639324,0.13774766,15,0.14631513,0.07758899,0,2.414163,1.5577132,2.1342456
sequential,ov,0.1,0.3,0.3566666666666667,4,rrg,208,0.022563765,0.12896153,0.18532638,55,0.03091087,0.043655187,0,2.0854177,1.4228059,0.82670635
sequential,ov,0.1,0.3,0.36,4,rrg,282,0.09999187,0.11721093,0.13596433,15,0.04720753,0.040984947,0,2.0933783,1.3242574,0.7089343
sequential,ov,0.1,0.3,0.36333333333333334,4,rrg,71,0.09999172,0.13436145,0.12187331,45,0.0992367,0.0010679432,1,0.77416295,1.4917163,1.1894432
sequential,ov,0.1,0.3,0.36666666666666664,4,rrg,298,0.09999186,0.12839869,0.12779878,26,0.067710616,0.045652587,0,1.7732124,1.5996724,0.6722708
sequential,ov,0.1,0.3,0.37,4,rrg,158,0.0033756786,0.124080226,0.13460757,59,0.03334092,0.047129326,0,0.026673049,1.5645936,0.67667466
sequential,ov,0.1,0.3,0.37333333333333335,4,rrg,11,0.07093479,0.108659916,0.06644229,51,0.18715973,0.21481958,0,1.9011122,1.5675417,1.3043867
sequential,ov,0.1,0.3,0.37666666666666665,4,rrg,149,0.1298426,0.14923762,0.20019376,15,0.08707982,0.0726168,0,1.8889724,1.3762004,0.9891114
