method,metric,delta,lambda,rho,sim,graph,selected_sensor,p_inf_selected,cand_mean_p_inf,cand_std_p_inf,rank_in_candidates,neigh_mean_p_inf,neigh_std_p_inf,true_state_t0,entropy_selected,entropy_cand_mean,entropy_neigh_mean
sequential,ov,0.1,0.3,0.6666666666666666,1,rrg,61,0.46481135,0.10778061,0.13874494,2,0.033514895,0.046989176,0,0.71053004,1.7356955,0.8282926
sequential,ov,0.1,0.3,0.67,1,rrg,8,0.9316724,0.117945686,0.17133924,2,0.3330981,0.47030497,0,0.27319682,1.7546194,0.03946987
sequential,ov,0.1,0.3,0.6733333333333333,1,rrg,127,0.033157542,0.09346219,0.0725413,51,0.033697367,0.046861183,0,0.16132154,1.7465997,0.79517776
sequential,ov,0.1,0.3,0.6766666666666666,1,rrg,116,0.0019892494,0.1010008,0.12708245,58,0.019166948,0.026890064,0,1.39376,1.8476262,0.5553867
sequential,ov,0.1,0.3,0.68,1,rrg,243,0.09996744,0.09826248,0.13190675,26,0.16827233,0.116148986,0,2.3714106,1.7563499,1.8097988
sequential,ov,0.1,0.3,0.6833333333333333,1,rrg,32,0.31853098,0.08824769,0.069410086,1,0.03797713,0.043669604,0,1.9010625,1.8435235,0.7796003
sequential,ov,0.1,0.3,0.6866666666666666,1,rrg,171,0.09996746,0.09490567,0.07653563,12,0.084414035,0.0015283572,0,2.4147675,1.9059489,2.1571033
sequential,ov,0.1,0.3,0.69,1,rrg,156,0.09996746,0.11010499,0.13811538,15,0.027948292,0.039163202,0,2.0350623,1.8116521,0.84556246
sequential,ov,0.1,0.3,0.6933333333333334,1,rrg,129,0.061740097,0.10810743,0.143176,38,0.13254803,0.17465715,0,2.2388844,1.6224946,1.2938741
sequential,ov,0.1,0.3,0.6966666666666667,1,rrg,246,0.09996745,0.07637274,0.06020879,22,0.055207063,0.038884174,0,2.4668717,1.7248539,1.5975746
sequential,ov,0.1,0.3,0.7,1,rrg,160,0.09996745,0.107944,0.13036218,28,0.39938155,0.42343548,1,2.0265436,1.798653,0.8487563
sequential,ov,0.1,0.3,0.7033333333333334,1,rrg,281,0.09996746,0.10675292,0.13104792,13,0.08576232,0.064874835,0,2.38027,1.914608,1.4174552
sequential,ov,0.1,0.3,0.7066666666666667,1,rrg,282,0.0045684897,0.09855192,0.1382837,57,0.012343202,0.016354522,0,0.22716528,1.6592051,0.07032512
sequential,ov,0.1,0.3,0.71,1,rrg,76,0.1563728,0.11667812,0.14900044,10,0.4043002,0.4289481,0,1.7467896,1.6552929,0.6704665
sequential,ov,0.1,0.3,0.7133333333333334,1,rrg,181,0.9561423,0.124381684,0.14679644,1,0.027651934,0.03861695,0,0.27085587,1.7826779,0.8504786
sequential,ov,0.1,0.3,0.7166666666666667,1,rrg,90,0.07385254,0.10349144,0.09563418,40,0.34189227,0.46421877,0,0.28962755,1.8178425,0.74774235
sequential,ov,0.1,0.3,0.72,1,rrg,63,0.007542453,0.08987121,0.0820278,57,0.00017897121,5.481162e-05,0,1.7646952,1.8489583,0.018862592
sequential,ov,0.1,0.3,0.7233333333333334,1,rrg,87,0.0014208854,0.0934186,0.083883986,60,0.006193329,0.008499844,0,1.4416888,1.828682,0.7919784
sequential,ov,0.1,0.3,0.7266666666666667,1,rrg,94,0.021784356,0.10771418,0.09989281,50,0.017275434,0.024248382,0,2.067078,1.7984349,0.83506685
sequential,ov,0.1,0.3,0.73,1,rrg,167,0.03838244,0.109910995,0.09730083,47,0.06365293,0.045049094,0,2.189434,1.7784059,1.4868431
sequential,ov,0.1,0.3,0.7333333333333333,1,rrg,194,0.059141517,0.10364497,0.09546678,42,0.014010978,0.019584335,0,1.7237047,1.7911829,0.6082228
sequential,ov,0.1,0.3,0.7366666666666667,1,rrg,126,0.08376803,0.09290715,0.082650274,37,0.06979823,0.026597029,0,2.4326591,1.835641,2.0500147
sequential,ov,0.1,0.3,0.74,1,rrg,178,0.09996745,0.1064368,0.09982994,32,0.040187363,0.034025904,0,2.4668717,1.7520419,1.6121439
sequential,ov,0.1,0.3,0.7433333333333333,1,rrg,250,0.039368633,0.087136835,0.06257284,46,0.047352064,0.04554279,0,2.0013309,1.8276627,1.4717177
sequential,ov,0.1,0.3,0.7466666666666667,1,rrg,145,0.099967465,0.10129639,0.0915213,11,0.13535757,0.06218321,0,2.4578836,1.7937425,2.2065506
sequential,ov,0.1,0.3,0.75,1,rrg,103,0.0999674,0.1007616,0.09579628,36,0.39938155,0.42343548,1,2.1881983,1.736766,1.5763302
sequential,ov,0.1,0.3,0.7533333333333333,1,rrg,207,0.09996746,0.097628154,0.08291627,15,0.34143102,0.46453175,0,1.9853625,1.7110902,0.7854926
sequential,ov,0.1,0.3,0.7566666666666667,1,rrg,117,0.09996746,0.094162755,0.08380764,15,0.13778372,0.06559484,0,2.454149,1.7568582,2.382054
sequential,ov,0.1,0.3,0.76,1,rrg,100,0.48844475,0.09674885,0.08679524,1,0.09385689,0.13253573,1,1.6320994,1.7492337,0.7826412
sequential,ov,0.1,0.3,0.7633333333333333,1,rrg,172,0.099967465,0.099553585,0.0900454,11,0.3851241,0.4338686,0,2.0330963,1.7834151,1.3375062
sequential,ov,0.1,0.3,0.7666666666666667,1,rrg,185,0.0137067335,0.10346576,0.09767164,56,0.006150892,0.008484091,0,2.078986,1.655183,0.63254267
sequential,ov,0.1,0.3,0.77,1,rrg,237,0.09996746,0.10651627,0.098796725,18,0.06357316,0.027945101,0,2.4701543,1.7695012,2.134593
sequential,ov,0.1,0.3,0.7733333333333333,1,rrg,263,0.09996746,0.0987092,0.09561829,17,0.37375692,0.4420281,0,1.9442762,1.6987567,1.2868756
sequential,ov,0.1,0.3,0.7766666666666666,1,rrg,265,0.09996745,0.1038705,0.09911765,32,0.042633954,0.05996872,0,2.1863787,1.7302818,0.76398563
sequential,ov,0.1,0.3,0.78,1,rrg,108,0.31769687,0.10068149,0.09975242,5,0.114979185,0.10032874,0,1.9580065,1.6791229,1.560201
sequential,ov,0.1,0.3,0.7833333333333333,1,rrg,272,0.09996745,0.09695901,0.090867534,31,0.059079632,0.056524556,0,2.372807,1.6598561,0.5084238
sequential,ov,0.1,0.3,0.7866666666666666,1,rrg,268,0.099967465,0.09258606,0.09255889,10,0.00019253686,4.211023e-05,0,1.8924332,1.6360649,0.020185983
sequential,ov,0.1,0.3,0.79,1,rrg,173,0.31685153,0.0946931,0.09196637,4,0.34475365,0.46228993,0,1.9608985,1.6954014,0.79927826
sequential,ov,0.1,0.3,0.7933333333333333,1,rrg,200,0.09996746,0.08719853,0.081292644,14,0.08227632,0.05287296,0,2.4612732,1.6626047,1.6439279
sequential,ov,0.1,0.3,0.7966666666666666,1,rrg,36,0.19756652,0.08635376,0.08142409,3,0.054044485,0.076112136,0,2.270303,1.6278015,0.82426125
sequential,ov,0.1,0.3,0.8,1,rrg,259,0.09996746,0.0832903,0.08063617,13,0.3770028,0.43991217,0,2.4578836,1.6224086,1.4797759
sequential,ov,0.1,0.3,0.8033333333333333,1,rrg,260,0.031276885,0.08300763,0.08128717,42,0.022245293,0.020404402,0,2.1369178,1.6082482,0.7653308
sequential,ov,0.1,0.3,0.8066666666666666,1,rrg,148,0.4868222,0.08253979,0.07606967,1,0.034084607,0.046593085,0,0.7123749,1.5833058,0.87627476
sequential,ov,0.1,0.3,0.81,1,rrg,130,0.06355907,0.07515085,0.05485331,34,0.34061205,0.46508935,0,0.2530776,1.5966471,0.16848801
sequential,ov,0.1,0.3,0.8133333333333334,1,rrg,261,0.099967465,0.075112365,0.05530099,8,0.15883273,0.043746296,0,2.3511474,1.6524612,2.0682487
sequential,ov,0.1,0.3,0.8166666666666667,1,rrg,262,0.09996746,0.07398722,0.055612646,11,0.03939979,0.04344722,0,2.0624588,1.6332064,0.7488435
sequential,ov,0.1,0.3,0.82,1,rrg,136,0.010448555,0.07379232,0.056185387,48,0.0001627604,8.401552e-12,0,0.07723107,1.6263224,0.017406506
sequential,ov,0.1,0.3,0.8233333333333334,1,rrg,138,0.11542277,0.074987486,0.056028787,5,0.3661133,0.44881302,0,0.37332922,1.6555507,0.7432607
sequential,ov,0.1,0.3,0.8266666666666667,1,rrg,266,0.09996746,0.074209884,0.056280974,11,0.041069765,0.04268482,0,2.3313363,1.6805367,1.4422187
sequential,ov,0.1,0.3,0.83,1,rrg,13,0.0022869518,0.07145965,0.057767887,49,0.006097261,0.008319178,0,0.051382575,1.6402557,0.08509809
sequential,ov,0.1,0.3,0.8333333333333334,1,rrg,269,0.010342828,0.072520465,0.057825744,43,0.00012947824,4.706811e-05,0,1.3586175,1.7017043,0.0140665285
sequential,ov,0.1,0.3,0.8366666666666667,1,rrg,17,0.091097295,0.0737894,0.05771957,24,0.03346546,0.047024023,0,0.32073778,1.708706,0.7815687
sequential,ov,0.1,0.3,0.84,1,rrg,273,0.09996746,0.07342882,0.058263067,12,0.06118469,0.043616906,0,2.2708216,1.7407967,1.6172915
sequential,ov,0.1,0.3,0.8433333333333334,1,rrg,274,0.09996745,0.072864175,0.058749516,19,0.3328586,0.47047296,0,2.0908668,1.724195,0.018748747
sequential,ov,0.1,0.3,0.8466666666666667,1,rrg,276,0.099967465,0.07227496,0.05924713,8,0.33284512,0.47048387,0,1.8986179,1.716224,0.01740641
sequential,ov,0.1,0.3,0.85,1,rrg,151,0.1070139,0.07165957,0.05975623,5,0.3660867,0.44883478,0,1.2972467,1.7121707,0.7501359
sequential,ov,0.1,0.3,0.8533333333333334,1,rrg,154,0.102573395,0.06942154,0.058776874,4,0.09398963,0.06650398,0,1.4878393,1.7151302,1.2280337
sequential,ov,0.1,0.3,0.8566666666666667,1,rrg,155,0.09622392,0.068650566,0.05923605,18,0.03371691,0.024875473,0,1.2738173,1.7204161,1.3787776
sequential,ov,0.1,0.3,0.86,1,rrg,157,0.059812836,0.068025954,0.05977908,23,0.04173528,0.033952445,0,2.3448446,1.7312467,1.4308447
sequential,ov,0.1,0.3,0.8633333333333333,1,rrg,31,0.009179755,0.06795166,0.06053566,36,0.017196732,0.020488637,0,1.9885988,1.7149768,1.2270093
sequential,ov,0.1,0.3,0.8666666666666667,1,rrg,34,0.099967465,0.06941176,0.060571015,5,0.088878036,0.007841414,0,2.4578838,1.7116352,2.4053378
sequential,ov,0.1,0.3,0.87,1,rrg,162,0.0017341465,0.068628274,0.06114219,39,0.0065133846,0.009041326,0,1.4498069,1.6747204,0.7892627
sequential,ov,0.1,0.3,0.8733333333333333,1,rrg,35,0.0018457446,0.07039146,0.06095656,38,0.00016913754,9.018582e-06,0,0.027573802,1.6803504,0.01801419
sequential,ov,0.1,0.3,0.8766666666666667,1,rrg,37,0.010552809,0.07224405,0.060710028,33,0.00015739218,1.5865691e-05,0,0.081483066,1.7250202,0.016881682
sequential,ov,0.1,0.3,0.88,1,rrg,293,0.020171048,0.0739577,0.060658343,27,0.004293224,0.005871269,0,2.131972,1.770674,0.64618033
sequential,ov,0.1,0.3,0.8833333333333333,1,rrg,38,0.09996746,0.07549445,0.060823865,7,0.33284512,0.47048387,0,1.5527749,1.7603511,0.017406465
sequential,ov,0.1,0.3,0.8866666666666667,1,rrg,169,0.099967465,0.07477466,0.061564755,4,0.00013259055,8.747012e-05,0,2.0217798,1.7664562,0.014053822
sequential,ov,0.1,0.3,0.89,1,rrg,297,0.09996746,0.074011244,0.062331848,6,0.08248877,0.0005971963,0,2.4147675,1.7587193,2.3515613
sequential,ov,0.1,0.3,0.8933333333333333,1,rrg,42,0.089100346,0.07320011,0.06312655,14,0.6655318,0.47047773,0,0.31612355,1.7382177,0.017822316
sequential,ov,0.1,0.3,0.8966666666666666,1,rrg,170,0.09996746,0.0726872,0.06407098,6,0.0061582383,0.008478887,0,2.0089235,1.7840916,0.63325363
sequential,ov,0.1,0.3,0.9,1,rrg,43,0.0050465707,0.07177786,0.06493298,30,0.033404134,0.047067385,0,1.3379436,1.7765973,0.7489078
sequential,ov,0.1,0.3,0.9033333333333333,1,rrg,299,0.099967465,0.07407894,0.06482925,5,0.01819288,0.025498439,1,2.0522556,1.7911556,0.7860713
sequential,ov,0.1,0.3,0.9066666666666666,1,rrg,50,0.31487727,0.07315435,0.06578862,1,0.0018245652,0.002283177,0,0.9182856,1.7818307,0.13056868
sequential,ov,0.1,0.3,0.91,1,rrg,179,0.09996747,0.064201646,0.04737321,3,0.027846275,0.039235305,0,2.2034473,1.8138138,0.83583736
sequential,ov,0.1,0.3,0.9133333333333333,1,rrg,187,0.010040307,0.06282604,0.047743533,24,0.00015628316,9.160217e-06,0,1.3983796,1.798828,0.016780667
sequential,ov,0.1,0.3,0.9166666666666666,1,rrg,193,0.05202829,0.06494594,0.047473833,15,0.033402782,0.047068343,0,0.2201818,1.8149364,0.7470575
sequential,ov,0.1,0.3,0.92,1,rrg,197,0.15389034,0.065267734,0.048603885,2,0.00016276042,1.4551915e-11,0,1.9127566,1.9211059,0.017406428
sequential,ov,0.1,0.3,0.9233333333333333,1,rrg,74,0.006603515,0.061414585,0.045920853,23,0.007372787,0.010326446,0,1.4740822,1.9214689,0.78802496
sequential,ov,0.1,0.3,0.9266666666666666,1,rrg,75,0.012179999,0.06390599,0.045407176,20,0.00017106987,2.8020875e-05,0,1.8136598,1.9418045,0.018176457
sequential,ov,0.1,0.3,0.93,1,rrg,78,0.009124695,0.06636914,0.045016862,21,0.0062394566,0.008606969,0,0.07008153,1.9479065,0.071217
sequential,ov,0.1,0.3,0.9333333333333333,1,rrg,206,0.013758963,0.06914137,0.044329505,19,0.02893208,0.040760044,0,1.9467349,2.1340814,0.5085892
sequential,ov,0.1,0.3,0.9366666666666666,1,rrg,84,0.09996746,0.07205624,0.043572962,2,0.10502734,0.09571536,0,2.3089464,2.1439419,1.5254616
sequential,ov,0.1,0.3,0.94,1,rrg,97,0.02655312,0.07050561,0.044253778,15,0.01883933,0.017202927,0,2.2190487,2.1347752,1.3371063
sequential,ov,0.1,0.3,0.9433333333333334,1,rrg,225,0.06293971,0.07309106,0.04419588,10,0.012463842,0.017396355,0,1.7400417,2.1298177,0.78964376
sequential,ov,0.1,0.3,0.9466666666666667,1,rrg,226,0.09996746,0.073725514,0.0454809,2,0.42575637,0.40737796,0,2.4499893,2.1541789,1.5804653
sequential,ov,0.1,0.3,0.95,1,rrg,229,0.033897363,0.10876821,0.17382395,12,0.024459967,0.034361444,0,2.2611873,2.0593944,0.8296387
sequential,ov,0.1,0.3,0.9533333333333334,1,rrg,249,0.09996746,0.114116125,0.17872873,2,0.030872278,0.037275366,0,2.3089464,2.0449805,1.5539154
sequential,ov,0.1,0.3,0.9566666666666667,1,rrg,247,0.012055394,0.11520448,0.18543085,13,0.0188472,0.01721338,0,1.9337015,2.0246756,1.3373284
sequential,ov,0.1,0.3,0.96,1,rrg,239,0.09996744,0.123800226,0.19049793,4,0.36686373,0.44732094,0,2.0146387,2.0322568,1.2030348
sequential,ov,0.1,0.3,0.9633333333333334,1,rrg,114,0.74760824,0.1262526,0.19867182,1,0.027864626,0.039222308,0,1.1131299,2.0353808,0.8377731
sequential,ov,0.1,0.3,0.9666666666666667,1,rrg,245,0.09996746,0.06411703,0.030796513,1,0.07305565,0.055796247,0,2.4219177,2.127606,1.6573037
sequential,ov,0.1,0.3,0.97,1,rrg,215,0.037403166,0.060133655,0.029918768,7,0.33334437,0.47129506,0,1.9972792,2.0949047,0.0071994495
sequential,ov,0.1,0.3,0.9733333333333334,1,rrg,221,0.08321652,0.062974975,0.030567413,3,0.02923911,0.0232888,0,2.4160986,2.1071076,1.547952
sequential,ov,0.1,0.3,0.9766666666666667,1,rrg,121,0.052243803,0.059531905,0.031717304,5,0.02489498,0.035037085,0,1.8560789,2.0639398,0.72482413
sequential,ov,0.1,0.3,0.98,1,rrg,218,0.053314287,0.06074659,0.034107532,4,0.33284542,0.47048232,0,2.2377691,2.0985835,0.017504385
sequential,ov,0.1,0.3,0.9833333333333333,1,rrg,91,0.075040534,0.06223305,0.03718509,3,0.06836914,0.09643634,0,1.6664075,2.0707462,0.61267537
sequential,ov,0.1,0.3,0.9866666666666667,1,rrg,220,0.09996738,0.05903118,0.04095307,2,0.69325095,0.4312769,0,2.2221556,2.171831,0.83990645
sequential,ov,0.1,0.3,0.99,1,rrg,93,0.019755129,0.045385778,0.03861887,2,0.016266232,0.022767097,0,2.0535438,2.155056,0.8291995
sequential,ov,0.1,0.3,0.9933333333333333,1,rrg,222,0.016434755,0.058201104,0.04176635,2,0.012820187,0.018004563,0,2.0380013,2.205812,0.60068065
sequential,ov,0.1,0.3,0.9966666666666667,1,rrg,255,0.09996746,0.09996746,0.0,1,0.08505682,0.07011616,0,2.3736227,2.3736227,1.5985904
sequential,ov,0.1,0.3,0.0,2,rrg,289,0.09996745,0.099967435,3.0734586e-08,8,0.09996744,1.3602837e-08,1,2.0969677,1.2334563,0.88478976
sequential,ov,0.1,0.3,0.0033333333333333335,2,rrg,275,0.09996745,0.099967435,3.642412e-08,9,0.09996744,1.4266776e-08,1,1.765184,1.213161,0.6409222
sequential,ov,0.1,0.3,0.006666666666666667,2,rrg,252,0.09996745,0.09996743,5.2074174e-08,9,0.09996745,4.3015946e-09,0,2.0007885,1.2168412,0.85470456
sequential,ov,0.1,0.3,0.01,2,rrg,261,0.09996745,0.099967435,4.791984e-08,14,0.09996747,3.387079e-08,0,2.1516724,1.1328074,1.089125
sequential,ov,0.1,0.3,0.013333333333333334,2,rrg,100,0.099983685,0.09915844,0.006961541,44,0.099983625,7.598131e-08,0,1.3694646,1.0765946,0.92627174
sequential,ov,0.1,0.3,0.016666666666666666,2,rrg,17,0.54042625,0.11215302,0.06694653,1,0.06668072,0.04709756,0,0.69771856,1.1814033,1.2513778
sequential,ov,0.1,0.3,0.02,2,rrg,176,0.09998366,0.098975554,0.0077437125,53,0.09998363,9.2158594e-08,0,1.0955462,1.2653867,1.5144047
sequential,ov,0.1,0.3,0.023333333333333334,2,rrg,166,0.3894768,0.11503077,0.07273554,2,0.06668148,0.047096483,1,1.1923959,1.2140048,0.2252485
sequential,ov,0.1,0.3,0.02666666666666667,2,rrg,279,0.09998371,0.09937688,0.0075854114,36,0.0999837,1.6095093e-08,0,1.8921032,1.1253628,0.73788023
sequential,ov,0.1,0.3,0.03,2,rrg,201,0.099983685,0.10185537,0.021356858,45,0.099983685,4.6129465e-08,0,1.2883099,1.0953496,1.5867466
sequential,ov,0.1,0.3,0.03333333333333333,2,rrg,265,0.099983715,0.101026095,0.008006725,30,0.09998372,2.1933916e-08,0,2.0655484,1.2401525,0.9918065
sequential,ov,0.1,0.3,0.03666666666666667,2,rrg,184,0.09998373,0.10874906,0.035813373,15,0.099983685,4.572658e-08,1,1.3694639,1.2253158,1.1168689
sequential,ov,0.1,0.3,0.04,2,rrg,139,0.099983744,0.11759414,0.08240929,7,0.09998369,3.871435e-08,0,1.095546,1.3529593,1.4151579
sequential,ov,0.1,0.3,0.043333333333333335,2,rrg,167,0.09998372,0.10699708,0.04723592,16,0.09998364,8.4293696e-08,0,1.5457664,1.3489473,0.4839034
sequential,ov,0.1,0.3,0.04666666666666667,2,rrg,121,0.2281174,0.113280326,0.08363458,3,0.26847088,0.31102666,0,2.2414143,1.20087,1.0531363
sequential,ov,0.1,0.3,0.05,2,rrg,114,0.09998373,0.115359254,0.07764072,9,0.0999837,1.2904784e-08,0,1.0944202,1.0980244,0.85159844
sequential,ov,0.1,0.3,0.05333333333333334,2,rrg,87,0.2386637,0.12492172,0.09669139,4,0.4261785,0.42083707,1,1.4560372,1.1417623,0.20934595
sequential,ov,0.1,0.3,0.056666666666666664,2,rrg,99,0.0999836,0.11469911,0.109121904,57,0.09998367,4.7512668e-08,0,0.78483,1.1556201,1.1904279
sequential,ov,0.1,0.3,0.06,2,rrg,222,0.09998369,0.10499283,0.034811627,44,0.09998373,1.9237316e-08,0,1.7759029,1.1973604,2.0394657
sequential,ov,0.1,0.3,0.06333333333333334,2,rrg,255,0.09998372,0.13373724,0.13448489,25,0.099983715,9.618658e-09,0,2.0688324,1.1076024,0.9444851
sequential,ov,0.1,0.3,0.06666666666666667,2,rrg,238,0.099983715,0.11773035,0.08018112,28,0.2243305,0.17585294,0,1.9469037,1.152377,0.7707544
sequential,ov,0.1,0.3,0.07,2,rrg,297,0.099983715,0.11230469,0.055887777,27,0.0999837,1.4901161e-08,0,2.2085834,1.0415506,1.1692253
sequential,ov,0.1,0.3,0.07333333333333333,2,rrg,111,0.17458601,0.12252358,0.09013458,4,0.13350746,0.017382413,0,1.629835,1.1957688,1.1347783
sequential,ov,0.1,0.3,0.07666666666666666,2,rrg,82,0.340368,0.12263692,0.09088668,2,0.18613832,0.1605121,1,1.443605,1.2533133,0.9350559
sequential,ov,0.1,0.3,0.08,2,rrg,291,0.09998372,0.11503399,0.07821248,20,0.099983715,2.2351742e-08,0,2.2111294,1.2435763,1.2573718
sequential,ov,0.1,0.3,0.08333333333333333,2,rrg,55,0.9621572,0.12585911,0.12710232,1,0.06722075,0.046333823,0,0.21908516,1.2056159,1.492366
sequential,ov,0.1,0.3,0.08666666666666667,2,rrg,31,0.1275472,0.102915004,0.03647728,4,0.066695414,0.047076777,0,0.39006296,1.2941474,1.2665594
sequential,ov,0.1,0.3,0.09,2,rrg,271,0.099983715,0.10731058,0.027491674,33,0.099983715,1.3602837e-08,0,2.3720293,1.1584908,1.4938003
sequential,ov,0.1,0.3,0.09333333333333334,2,rrg,94,0.95533377,0.13769704,0.13368179,1,0.07962441,0.056912426,0,0.25396734,1.4398757,1.4477496
sequential,ov,0.1,0.3,0.09666666666666666,2,rrg,42,0.09998363,0.10545913,0.029004604,49,0.099983715,6.083374e-09,0,0.33343792,1.2278993,1.2464106
sequential,ov,0.1,0.3,0.1,2,rrg,10,0.16866826,0.11908045,0.07250277,4,0.15017402,0.070979804,0,0.4615186,1.397917,1.3669134
sequential,ov,0.1,0.3,0.10333333333333333,2,rrg,71,0.68986636,0.12162171,0.08604757,1,0.033506405,0.047006693,0,0.6497964,1.3318444,0.6847132
sequential,ov,0.1,0.3,0.10666666666666667,2,rrg,177,0.099983715,0.10725601,0.03134841,28,0.099983715,2.7543646e-08,0,1.9852455,1.2402363,0.93660027
sequential,ov,0.1,0.3,0.11,2,rrg,175,0.09998374,0.12375298,0.09455046,16,0.122104846,0.031284038,0,1.8068092,1.4273921,0.7871979
sequential,ov,0.1,0.3,0.11333333333333333,2,rrg,20,0.61855274,0.12944102,0.09463339,1,0.2703607,0.21045642,0,0.67283,1.3623734,1.6784273
sequential,ov,0.1,0.3,0.11666666666666667,2,rrg,67,0.09998367,0.10906835,0.03774184,46,0.09998366,8.805145e-08,0,1.1128595,1.2459142,1.5623521
sequential,ov,0.1,0.3,0.12,2,rrg,3,0.7462142,0.124621704,0.10763497,1,0.12836096,0.051350676,0,0.608263,1.4561816,2.1226127
sequential,ov,0.1,0.3,0.12333333333333334,2,rrg,281,0.099983715,0.113045536,0.078018054,34,0.106286965,0.008914141,0,1.7406762,1.3757426,0.74778336
sequential,ov,0.1,0.3,0.12666666666666668,2,rrg,92,0.09998368,0.10492273,0.036367863,44,0.09998373,4.3015946e-09,0,0.33343804,1.2465374,1.1652938
sequential,ov,0.1,0.3,0.13,2,rrg,77,0.16580574,0.11080188,0.05453281,6,0.14368188,0.04948169,0,1.20309,1.2935238,1.3776704
sequential,ov,0.1,0.3,0.13333333333333333,2,rrg,294,0.099983715,0.11582675,0.095120214,36,0.09337499,0.050994527,0,2.2684665,1.2730852,1.1396104
sequential,ov,0.1,0.3,0.13666666666666666,2,rrg,86,0.09998371,0.10967018,0.059942894,36,0.07625544,0.03355686,0,2.0544403,1.2406415,1.8795944
sequential,ov,0.1,0.3,0.14,2,rrg,29,0.5803662,0.11880226,0.07134799,1,0.08270892,0.061635256,1,0.9723526,1.2755803,0.84280366
sequential,ov,0.1,0.3,0.14333333333333334,2,rrg,66,0.099983715,0.103945896,0.037483163,32,0.099983685,3.2190187e-08,1,0.784827,1.282002,1.426329
sequential,ov,0.1,0.3,0.14666666666666667,2,rrg,136,0.09998372,0.119335346,0.1023692,20,0.16054711,0.08564956,0,1.3267131,1.1894813,1.4459057
sequential,ov,0.1,0.3,0.15,2,rrg,217,0.09998371,0.0976714,0.023992302,33,0.09998366,3.071953e-08,1,1.8533206,1.3446269,0.781555
sequential,ov,0.1,0.3,0.15333333333333332,2,rrg,227,0.099983744,0.11910443,0.09172889,19,0.105152644,0.025549747,0,1.194373,1.3664697,1.0212606
sequential,ov,0.1,0.3,0.15666666666666668,2,rrg,63,0.09998371,0.10566879,0.060197975,35,0.09443358,0.007849083,0,2.2216852,1.2172683,2.3830888
sequential,ov,0.1,0.3,0.16,2,rrg,284,0.09998372,0.10591271,0.049787056,16,0.06666305,0.047122534,0,2.1812248,1.1615995,0.80013657
sequential,ov,0.1,0.3,0.16333333333333333,2,rrg,123,0.97357017,0.118390664,0.11700272,1,0.033788744,0.046809535,0,0.16765192,1.254998,0.76823705
sequential,ov,0.1,0.3,0.16666666666666666,2,rrg,51,0.23904406,0.11086215,0.034171447,1,0.04796027,0.06342395,0,2.2009993,1.2238067,0.8417048
sequential,ov,0.1,0.3,0.17,2,rrg,200,0.29122385,0.098736875,0.043875962,1,0.11853504,0.08373277,1,2.1343162,1.231771,0.8620592
sequential,ov,0.1,0.3,0.17333333333333334,2,rrg,9,0.004449441,0.11448646,0.06216334,60,0.080095574,0.058953695,0,0.037083384,1.1853329,1.0533477
sequential,ov,0.1,0.3,0.17666666666666667,2,rrg,280,0.09998372,0.112298295,0.06066606,17,0.09998369,2.0176268e-08,0,2.0053449,1.3126096,0.9580696
sequential,ov,0.1,0.3,0.18,2,rrg,210,0.09998372,0.11044781,0.056517877,23,0.08451265,0.021879382,0,2.2477715,1.4354644,0.8986818
sequential,ov,0.1,0.3,0.18333333333333332,2,rrg,113,0.09998372,0.10784187,0.069807224,20,0.09998372,6.083374e-09,0,2.3276293,1.3289121,2.0981915
sequential,ov,0.1,0.3,0.18666666666666668,2,rrg,74,0.09998372,0.09808911,0.022104297,19,0.0999837,1.8250121e-08,0,1.0944202,1.4744136,0.6938483
sequential,ov,0.1,0.3,0.19,2,rrg,90,0.16692694,0.10189268,0.042747423,4,0.10815274,0.011552731,1,0.4611234,1.312897,1.7207421
sequential,ov,0.1,0.3,0.19333333333333333,2,rrg,95,0.12031437,0.10113048,0.039778654,8,0.06669404,0.047078725,0,0.3759232,1.2094418,0.8545611
